"","date","AA","Cs","MP","PP","PSOE","UP","Vox","Izquierda","Derecha","PP.enc","PSOE.enc","Vox.enc","UP.enc","Cs.enc","AA.enc","MP.enc","Derecha.enc","Izquierda.enc"
"192",2021-08-16,4.28,6.84,NA,33.33,27.18,9.77,14.23,41.23,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",2021-08-15,4.28,6.84,NA,33.32,27.18,9.77,14.23,41.23,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",2021-08-14,4.28,6.84,NA,33.32,27.18,9.77,14.23,41.23,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",2021-08-13,4.28,6.84,NA,33.32,27.18,9.77,14.23,41.23,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",2021-08-12,4.28,6.84,NA,33.32,27.18,9.77,14.23,41.23,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",2021-08-11,4.28,6.84,NA,33.32,27.18,9.77,14.23,41.23,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",2021-08-10,4.28,6.85,NA,33.32,27.18,9.77,14.23,41.23,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2021-08-09,4.28,6.85,NA,33.31,27.18,9.77,14.23,41.23,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2021-08-08,4.28,6.85,NA,33.31,27.18,9.77,14.23,41.23,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2021-08-07,4.28,6.85,NA,33.31,27.18,9.78,14.23,41.24,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",2021-08-06,4.28,6.85,NA,33.31,27.18,9.78,14.23,41.24,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",2021-08-05,4.28,6.85,NA,33.3,27.18,9.78,14.23,41.24,54.38,33.9,28.1,14.5,11.7,4.9,3.2,NA,53.3,43
"204",2021-08-04,4.35,7.03,NA,33.3,27.12,9.63,14.2,41.1,54.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",2021-08-03,4.35,7.03,NA,33.3,27.13,9.63,14.2,41.11,54.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",2021-08-02,4.35,7.03,NA,33.3,27.13,9.64,14.2,41.12,54.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2021-08-01,4.35,7.03,NA,33.29,27.13,9.64,14.19,41.12,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2021-07-31,4.35,7.04,NA,33.29,27.13,9.64,14.19,41.12,54.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2021-07-30,4.35,7.04,NA,33.29,27.13,9.64,14.19,41.12,54.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2021-07-29,4.35,7.04,NA,33.29,27.13,9.64,14.19,41.12,54.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",2021-07-28,4.35,7.04,NA,33.28,27.13,9.64,14.19,41.12,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2021-07-27,4.35,7.04,NA,33.28,27.13,9.64,14.19,41.12,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2021-07-26,4.35,7.05,NA,33.28,27.13,9.64,14.19,41.12,54.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2021-07-25,4.35,7.05,NA,33.28,27.13,9.64,14.19,41.12,54.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",2021-07-24,4.35,7.05,NA,33.27,27.13,9.64,14.19,41.12,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2021-07-23,4.35,7.05,NA,33.27,27.13,9.64,14.19,41.12,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2021-07-22,4.35,7.05,NA,33.27,27.13,9.64,14.19,41.12,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2021-07-21,4.35,7.06,NA,33.26,27.13,9.65,14.19,41.13,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2021-07-20,4.35,7.06,NA,33.26,27.13,9.65,14.19,41.13,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2021-07-19,4.35,7.06,NA,33.26,27.13,9.65,14.19,41.13,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2021-07-18,4.35,7.06,NA,33.25,27.13,9.65,14.19,41.13,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",2021-07-17,4.35,7.07,NA,33.25,27.13,9.65,14.19,41.13,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2021-07-16,4.35,7.07,NA,33.25,27.13,9.65,14.19,41.13,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2021-07-15,4.35,7.07,NA,33.24,27.13,9.65,14.19,41.13,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2021-07-14,4.35,7.07,NA,33.24,27.13,9.65,14.19,41.13,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2021-07-13,4.35,7.08,NA,33.24,27.13,9.65,14.19,41.13,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2021-07-12,4.35,7.08,NA,33.23,27.13,9.65,14.19,41.13,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",2021-07-11,4.35,7.08,NA,33.23,27.13,9.65,14.18,41.13,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2021-07-10,4.35,7.09,NA,33.23,27.13,9.66,14.18,41.14,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2021-07-09,4.35,7.09,NA,33.22,27.13,9.66,14.18,41.14,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2021-07-08,4.35,7.09,NA,33.22,27.13,9.66,14.18,41.14,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2021-07-07,4.35,7.1,NA,33.22,27.13,9.66,14.18,41.14,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2021-07-06,4.35,7.1,NA,33.21,27.13,9.66,14.18,41.14,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",2021-07-05,4.35,7.1,NA,33.21,27.13,9.66,14.18,41.14,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2021-07-04,4.35,7.11,NA,33.2,27.13,9.66,14.18,41.14,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2021-07-03,4.35,7.11,NA,33.2,27.13,9.66,14.18,41.14,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2021-07-02,4.35,7.11,NA,33.2,27.13,9.66,14.18,41.14,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2021-07-01,4.35,7.12,NA,33.19,27.13,9.66,14.18,41.14,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2021-06-30,4.35,7.12,NA,33.19,27.13,9.66,14.18,41.14,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2021-06-29,4.35,7.12,NA,33.18,27.14,9.66,14.18,41.15,54.48,36.1,27.6,14.7,8.1,4.5,5.1,NA,55.3,40.8
"241",2021-06-28,4.31,7.32,NA,32.97,27.11,9.76,14.14,41.18,54.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2021-06-27,4.31,7.32,NA,32.96,27.11,9.76,14.14,41.18,54.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2021-06-26,4.31,7.32,NA,32.96,27.11,9.77,14.14,41.19,54.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",2021-06-25,4.31,7.33,NA,32.95,27.11,9.77,14.14,41.19,54.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2021-06-24,4.31,7.33,NA,32.95,27.11,9.77,14.14,41.19,54.42,37.9,23.3,11.4,9.2,8.7,3.6,NA,58,36.1
"246",2021-06-23,4.37,7.25,NA,32.42,27.47,9.83,14.4,41.67,54.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",2021-06-22,4.37,7.25,NA,32.41,27.47,9.83,14.4,41.67,54.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",2021-06-21,4.37,7.26,NA,32.41,27.47,9.83,14.4,41.67,54.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",2021-06-20,4.37,7.26,NA,32.4,27.47,9.83,14.4,41.67,54.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",2021-06-19,4.37,7.26,NA,32.4,27.47,9.83,14.39,41.67,54.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2021-06-18,4.37,7.27,NA,32.39,27.47,9.83,14.39,41.67,54.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2021-06-17,4.37,7.27,NA,32.39,27.47,9.83,14.39,41.67,54.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2021-06-16,4.37,7.28,NA,32.38,27.47,9.83,14.39,41.67,54.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",2021-06-15,4.37,7.28,NA,32.38,27.47,9.83,14.39,41.67,54.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2021-06-14,4.37,7.29,NA,32.37,27.47,9.83,14.39,41.67,54.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2021-06-13,4.37,7.29,NA,32.37,27.47,9.83,14.39,41.67,54.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2021-06-12,4.37,7.29,NA,32.36,27.47,9.84,14.39,41.68,54.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",2021-06-11,4.37,7.3,NA,32.36,27.47,9.84,14.39,41.68,54.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",2021-06-10,4.37,7.3,NA,32.35,27.47,9.84,14.39,41.68,54.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2021-06-09,4.37,7.31,NA,32.34,27.47,9.84,14.39,41.68,54.04,36.7,26.1,14.8,7.6,4.2,5.5,NA,55.7,39.2
"261",2021-06-08,4.25,7.68,NA,31.88,27.63,10.12,14.37,42,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",2021-06-07,4.25,7.68,NA,31.88,27.63,10.12,14.37,42,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",2021-06-06,4.25,7.69,NA,31.87,27.63,10.12,14.37,42,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2021-06-05,4.25,7.69,NA,31.87,27.63,10.12,14.37,42,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2021-06-04,4.25,7.7,NA,31.86,27.63,10.12,14.37,42,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",2021-06-03,4.25,7.7,NA,31.85,27.63,10.12,14.37,42,53.92,38.1,25.8,15.5,6.4,3.4,5.1,NA,57,37.3
"267",2021-06-02,4.17,8.09,NA,31.29,27.79,10.43,14.28,42.39,53.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",2021-06-01,4.17,8.1,NA,31.28,27.79,10.44,14.28,42.4,53.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2021-05-31,4.17,8.1,NA,31.27,27.79,10.44,14.28,42.4,53.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2021-05-30,4.17,8.11,NA,31.27,27.79,10.44,14.28,42.4,53.66,31.8,30.3,15.1,12.6,5.1,2.7,NA,52,45.6
"271",2021-05-29,4.28,8.37,NA,31.25,27.62,10.28,14.21,42.18,53.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2021-05-28,4.28,8.37,NA,31.25,27.62,10.28,14.21,42.18,53.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2021-05-27,4.28,8.38,NA,31.24,27.62,10.28,14.21,42.18,53.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2021-05-26,4.28,8.38,NA,31.23,27.62,10.28,14.21,42.18,53.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2021-05-25,4.28,8.39,NA,31.23,27.62,10.28,14.21,42.18,53.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2021-05-24,4.28,8.39,NA,31.22,27.62,10.28,14.21,42.18,53.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2021-05-23,4.28,8.4,NA,31.21,27.62,10.28,14.2,42.18,53.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2021-05-22,4.28,8.4,NA,31.21,27.63,10.28,14.2,42.19,53.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2021-05-21,4.28,8.41,NA,31.2,27.63,10.28,14.2,42.19,53.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2021-05-20,4.28,8.41,NA,31.19,27.63,10.29,14.2,42.2,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2021-05-19,4.28,8.42,NA,31.19,27.63,10.29,14.2,42.2,53.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2021-05-18,4.28,8.43,NA,31.18,27.63,10.29,14.2,42.2,53.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2021-05-17,4.28,8.43,NA,31.17,27.63,10.29,14.2,42.2,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2021-05-16,4.28,8.44,NA,31.17,27.63,10.29,14.2,42.2,53.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2021-05-15,4.28,8.44,NA,31.16,27.63,10.29,14.2,42.2,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2021-05-14,4.28,8.45,NA,31.15,27.63,10.29,14.2,42.2,53.8,35.3,28.5,14.2,9.5,5.2,5.5,NA,54.7,43.5
"287",2021-05-14,4.28,8.45,NA,31.15,27.63,10.29,14.2,42.2,53.8,30.2,30.7,14.1,13.7,6.8,2.5,NA,51.1,46.9
"288",2021-05-13,4.3,8.99,NA,30.79,27.32,10.1,14.2,41.72,53.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2021-05-12,4.3,9,NA,30.79,27.32,10.1,14.2,41.72,53.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2021-05-11,4.3,9,NA,30.78,27.32,10.1,14.2,41.72,53.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2021-05-10,4.3,9.01,NA,30.77,27.32,10.1,14.19,41.72,53.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",2021-05-09,4.3,9.02,NA,30.76,27.32,10.1,14.19,41.72,53.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2021-05-08,4.3,9.02,NA,30.76,27.32,10.1,14.19,41.72,53.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2021-05-07,4.3,9.03,NA,30.75,27.32,10.1,14.19,41.72,53.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2021-05-06,4.3,9.03,NA,30.74,27.32,10.1,14.19,41.72,53.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2021-05-05,4.3,9.04,NA,30.73,27.32,10.1,14.19,41.72,53.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2021-05-04,4.3,9.04,NA,30.73,27.32,10.1,14.19,41.72,53.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2021-05-03,4.3,9.05,NA,30.72,27.32,10.11,14.19,41.73,53.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",2021-05-02,4.3,9.06,NA,30.71,27.32,10.11,14.19,41.73,53.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",2021-05-01,4.3,9.06,NA,30.7,27.32,10.11,14.19,41.73,53.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",2021-04-30,4.3,9.07,NA,30.7,27.32,10.11,14.19,41.73,53.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2021-04-29,4.3,9.07,NA,30.69,27.32,10.11,14.19,41.73,53.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2021-04-28,4.3,9.08,NA,30.68,27.32,10.11,14.19,41.73,53.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",2021-04-27,4.3,9.09,NA,30.67,27.32,10.11,14.18,41.73,53.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2021-04-26,4.3,9.09,NA,30.67,27.32,10.11,14.18,41.73,53.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2021-04-25,4.3,9.1,NA,30.66,27.32,10.11,14.18,41.73,53.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2021-04-24,4.3,9.11,NA,30.65,27.32,10.11,14.18,41.73,53.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",2021-04-23,4.3,9.11,NA,30.64,27.32,10.11,14.18,41.73,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",2021-04-22,4.3,9.12,NA,30.64,27.32,10.12,14.18,41.74,53.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",2021-04-21,4.3,9.12,NA,30.63,27.32,10.12,14.18,41.74,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",2021-04-20,4.3,9.13,NA,30.62,27.32,10.12,14.18,41.74,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2021-04-19,4.3,9.14,NA,30.61,27.32,10.12,14.18,41.74,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",2021-04-18,4.3,9.14,NA,30.6,27.32,10.12,14.18,41.74,53.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2021-04-17,4.3,9.15,NA,30.6,27.32,10.12,14.18,41.74,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",2021-04-16,4.3,9.16,NA,30.59,27.32,10.12,14.18,41.74,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2021-04-15,4.3,9.16,NA,30.58,27.32,10.12,14.17,41.74,53.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",2021-04-14,4.3,9.17,NA,30.57,27.32,10.12,14.17,41.74,53.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",2021-04-13,4.3,9.17,NA,30.56,27.32,10.12,14.17,41.74,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2021-04-12,4.3,9.18,NA,30.56,27.32,10.12,14.17,41.74,53.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",2021-04-11,4.3,9.19,NA,30.55,27.33,10.13,14.17,41.76,53.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",2021-04-10,4.3,9.19,NA,30.54,27.33,10.13,14.17,41.76,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",2021-04-09,4.3,9.2,NA,30.53,27.33,10.13,14.17,41.76,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",2021-04-08,4.3,9.21,NA,30.52,27.33,10.13,14.17,41.76,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",2021-04-07,4.3,9.21,NA,30.51,27.33,10.13,14.17,41.76,53.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",2021-04-06,4.3,9.22,NA,30.51,27.33,10.13,14.17,41.76,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",2021-04-05,4.3,9.23,NA,30.5,27.33,10.13,14.17,41.76,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",2021-04-04,4.3,9.23,NA,30.49,27.33,10.13,14.17,41.76,53.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",2021-04-03,4.3,9.24,NA,30.48,27.33,10.13,14.16,41.76,53.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",2021-04-02,4.3,9.25,NA,30.47,27.33,10.13,14.16,41.76,53.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",2021-04-01,4.3,9.25,NA,30.47,27.33,10.13,14.16,41.76,53.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",2021-03-31,4.3,9.26,NA,30.46,27.33,10.13,14.16,41.76,53.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",2021-03-30,4.3,9.27,NA,30.45,27.33,10.14,14.16,41.77,53.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",2021-03-29,4.3,9.27,NA,30.44,27.33,10.14,14.16,41.77,53.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2021-03-28,4.3,9.28,NA,30.43,27.33,10.14,14.16,41.77,53.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",2021-03-27,4.3,9.29,NA,30.42,27.33,10.14,14.16,41.77,53.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",2021-03-26,4.3,9.29,NA,30.42,27.33,10.14,14.16,41.77,53.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",2021-03-25,4.3,9.3,NA,30.41,27.33,10.14,14.16,41.77,53.87,31.2,23.5,18.1,10.6,8.1,3.5,NA,57.4,37.6
"338",2021-03-24,4.4,9.5,NA,30.24,27.82,10.09,13.65,42.31,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",2021-03-23,4.4,9.51,NA,30.24,27.82,10.09,13.65,42.31,53.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",2021-03-22,4.4,9.52,NA,30.23,27.82,10.09,13.65,42.31,53.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2021-03-21,4.4,9.52,NA,30.22,27.82,10.09,13.65,42.31,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",2021-03-20,4.4,9.53,NA,30.21,27.82,10.09,13.65,42.31,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",2021-03-19,4.4,9.54,NA,30.2,27.82,10.09,13.65,42.31,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",2021-03-18,4.4,9.54,NA,30.19,27.82,10.09,13.65,42.31,53.38,37.6,27.1,14.1,7.7,5.6,3.9,NA,57.3,38.7
"345",2021-03-17,4.51,10.49,NA,28.64,28.17,10.4,13.54,43.08,52.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",2021-03-16,4.51,10.5,NA,28.63,28.17,10.4,13.53,43.08,52.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",2021-03-15,4.51,10.51,NA,28.62,28.17,10.4,13.53,43.08,52.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",2021-03-14,4.51,10.51,NA,28.61,28.17,10.4,13.53,43.08,52.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",2021-03-13,4.51,10.52,NA,28.6,28.18,10.4,13.53,43.09,52.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2021-03-12,4.51,10.53,NA,28.59,28.18,10.4,13.53,43.09,52.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",2021-03-11,4.51,10.53,NA,28.59,28.18,10.4,13.53,43.09,52.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",2021-03-10,4.51,10.54,NA,28.58,28.18,10.4,13.53,43.09,52.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2021-03-09,4.51,10.55,NA,28.57,28.18,10.4,13.53,43.09,52.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",2021-03-08,4.51,10.55,NA,28.56,28.18,10.4,13.53,43.09,52.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",2021-03-07,4.51,10.56,NA,28.55,28.18,10.4,13.53,43.09,52.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",2021-03-06,4.51,10.57,NA,28.54,28.18,10.41,13.52,43.1,52.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",2021-03-05,4.51,10.57,NA,28.54,28.18,10.41,13.52,43.1,52.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",2021-03-04,4.51,10.58,NA,28.53,28.18,10.41,13.52,43.1,52.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",2021-03-03,4.51,10.59,NA,28.52,28.18,10.41,13.52,43.1,52.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",2021-03-02,4.51,10.59,NA,28.51,28.18,10.41,13.52,43.1,52.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2021-03-01,4.51,10.6,NA,28.5,28.18,10.41,13.52,43.1,52.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",2021-02-28,4.51,10.61,NA,28.49,28.18,10.41,13.52,43.1,52.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",2021-02-27,4.51,10.61,NA,28.49,28.18,10.41,13.52,43.1,52.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",2021-02-26,4.51,10.62,NA,28.48,28.18,10.41,13.52,43.1,52.62,29.3,29.6,13.5,10.6,10.9,4.7,NA,53.7,44.9
"365",2021-02-25,4.49,10.64,NA,28.35,28.08,10.4,13.51,42.97,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",2021-02-24,4.49,10.65,NA,28.34,28.08,10.4,13.51,42.97,52.5,28.5,32.3,15.7,8.8,7,3.3,NA,51.2,44.4
"367",2021-02-23,4.65,11.16,NA,28.24,27.58,10.61,13.23,42.84,52.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2021-02-22,4.65,11.16,NA,28.23,27.58,10.61,13.23,42.84,52.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2021-02-21,4.65,11.17,NA,28.22,27.58,10.61,13.22,42.84,52.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",2021-02-20,4.65,11.18,NA,28.21,27.58,10.61,13.22,42.84,52.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",2021-02-19,4.65,11.18,NA,28.2,27.58,10.61,13.22,42.84,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",2021-02-18,4.65,11.19,NA,28.2,27.58,10.61,13.22,42.84,52.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",2021-02-17,4.65,11.2,NA,28.19,27.58,10.62,13.22,42.85,52.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",2021-02-16,4.65,11.2,NA,28.18,27.58,10.62,13.22,42.85,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",2021-02-15,4.65,11.21,NA,28.17,27.58,10.62,13.22,42.85,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",2021-02-14,4.65,11.22,NA,28.17,27.58,10.62,13.22,42.85,52.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",2021-02-13,4.65,11.22,NA,28.16,27.58,10.62,13.22,42.85,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",2021-02-12,4.65,11.23,NA,28.15,27.58,10.62,13.21,42.85,52.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",2021-02-11,4.65,11.23,NA,28.14,27.58,10.62,13.21,42.85,52.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2021-02-10,4.65,11.24,NA,28.13,27.58,10.62,13.21,42.85,52.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2021-02-09,4.65,11.25,NA,28.13,27.58,10.62,13.21,42.85,52.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",2021-02-08,4.65,11.25,NA,28.12,27.59,10.62,13.21,42.86,52.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",2021-02-07,4.65,11.26,NA,28.11,27.59,10.62,13.21,42.86,52.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
